3.1280,2.8754,-1.0000
2.5584,1.6025,-1.0000
5.7940,6.0606,1.0000
2.3689,1.8846,-1.0000
6.3317,6.9276,1.0000
1.5658,0.6925,-1.0000
1.3583,1.9698,-1.0000
2.7980,2.1388,-1.0000
4.7493,5.4046,1.0000
7.7377,6.8839,1.0000
0.9929,1.8071,-1.0000
5.6620,5.0851,1.0000
7.5196,4.9441,1.0000
5.7353,6.2029,1.0000
5.6710,6.3711,1.0000
1.5506,2.7496,-1.0000
6.1336,6.3289,1.0000
1.1689,1.2472,-1.0000
6.6507,6.1239,1.0000
1.1474,1.4891,-1.0000
2.8268,1.7492,-1.0000
5.5672,6.5207,1.0000
2.7473,1.5730,-1.0000
5.3723,6.0974,1.0000
2.3842,0.9580,-1.0000
1.4854,1.7006,-1.0000
6.5394,6.2851,1.0000
2.4395,2.0178,-1.0000
1.6446,2.2921,-1.0000
1.7459,2.6336,-1.0000
2.8592,1.6118,-1.0000
5.0272,6.2119,1.0000
7.4590,6.8168,1.0000
1.5438,0.6896,-1.0000
6.7191,4.8906,1.0000
5.9054,6.7645,1.0000
6.9746,6.4040,1.0000
2.1788,2.8468,-1.0000
2.6131,1.3244,-1.0000
1.7724,2.9390,-1.0000
2.0516,1.8600,-1.0000
1.6356,3.7596,-1.0000
7.0980,6.6807,1.0000
1.8927,1.8600,-1.0000
1.9734,0.9992,-1.0000
1.2098,0.2428,-1.0000
6.4198,5.5621,1.0000
6.9801,5.7623,1.0000
5.6542,5.6901,1.0000
6.1988,5.3161,1.0000
6.8123,6.3997,1.0000
2.4539,0.4939,-1.0000
5.9934,4.7682,1.0000
6.2780,6.1684,1.0000
6.4352,5.3677,1.0000
5.2927,5.1960,1.0000
5.2378,5.1822,1.0000
1.6829,1.5376,-1.0000
6.0336,7.3377,1.0000
1.7435,3.1373,-1.0000
